iter	Logloss
350	0.2465571292
351	0.2464193536
352	0.2461836122
353	0.2459563703
354	0.2458146182
355	0.2456844698
356	0.2454757865
357	0.2452729838
358	0.24498255
359	0.244771247
360	0.2445149039
361	0.2443379623
362	0.2440942699
363	0.2438719106
364	0.2437180941
365	0.2435750404
366	0.2433698262
367	0.2432400598
368	0.2430156831
369	0.2427920808
370	0.2425449007
371	0.242450941
372	0.2422853026
373	0.2421244169
374	0.2419955985
375	0.2416489844
376	0.2414447891
377	0.2412678629
378	0.2410224992
379	0.240878036
380	0.2406420409
381	0.2405124585
382	0.2404950666
383	0.2403017711
384	0.2400513175
385	0.2398454584
386	0.2396529393
387	0.2395439367
388	0.2393764362
389	0.2392699045
390	0.2390662581
391	0.2388937727
392	0.2387620692
393	0.2385792387
394	0.2384099526
395	0.2381366869
396	0.2379733514
397	0.2378090089
398	0.2376741795
399	0.2376139591
400	0.2374601034
401	0.2374423659
402	0.2371815892
403	0.2370031472
404	0.23674896
405	0.2366544669
406	0.23646321
407	0.2362483471
408	0.2360175119
409	0.2357608316
410	0.2356159289
411	0.2352920828
412	0.2350084167
413	0.2348760738
414	0.2346074022
415	0.2343927447
416	0.2341118105
417	0.233902304
418	0.2337271204
419	0.233545234
420	0.2333901524
421	0.2332383137
422	0.2332222513
423	0.2330683734
424	0.2328349729
425	0.2327072915
426	0.2326890192
427	0.2324796377
428	0.2322368309
429	0.2320973567
430	0.2319098522
431	0.2317244271
432	0.2315639278
433	0.2313408553
434	0.2310613315
435	0.2309393803
436	0.2308055251
437	0.2305239574
438	0.2303336661
439	0.2301932924
440	0.2300688951
441	0.229951163
442	0.2297317087
443	0.2297178602
444	0.2295482785
445	0.2293927521
446	0.2293426765
447	0.2292118553
448	0.2290570278
449	0.2288830973
450	0.2287111584
451	0.2285412572
452	0.2282900946
453	0.2281883443
454	0.2281424482
455	0.2279214867
456	0.2277284646
457	0.2275205573
458	0.2274416269
459	0.2272098574
460	0.2270460109
461	0.2268947079
462	0.2266456522
463	0.2263028613
464	0.2261435933
465	0.2259543347
466	0.2257755276
467	0.2256468549
468	0.2254165731
469	0.2252375954
470	0.2250795143
471	0.2249491638
472	0.2247009567
473	0.2245231687
474	0.2243025527
475	0.224023395
476	0.2238439593
477	0.2236281833
478	0.2235065259
479	0.2233419724
480	0.2232087284
481	0.2231603002
482	0.2229524194
483	0.2229379713
484	0.2228640682
485	0.2226338355
486	0.2226015408
487	0.2224191273
488	0.2223123937
489	0.2221722975
490	0.2219752345
491	0.2218069307
492	0.2216713604
493	0.2216574723
494	0.221462901
495	0.2214496427
496	0.2213267293
497	0.2210807351
498	0.2209032639
499	0.2206689162
500	0.2205318475
501	0.2204033985
502	0.2202639781
503	0.2202169439
504	0.2201732576
505	0.2199336581
506	0.2197585439
507	0.2195009844
508	0.2192926681
509	0.2191785873
510	0.2190709526
511	0.2188793234
512	0.2186988984
513	0.2186697524
514	0.2184750521
515	0.2182906155
516	0.2182782115
517	0.2180810432
518	0.2179138602
519	0.2178056514
520	0.2175752833
521	0.2173511311
522	0.2171686462
523	0.2170581057
524	0.2168902926
525	0.2167098671
526	0.2165447929
527	0.216372941
528	0.2162063916
529	0.2160649074
530	0.2159198647
531	0.21570235
532	0.2154383368
533	0.2152266839
534	0.2151327067
535	0.2149426029
536	0.2147760517
537	0.2146215129
538	0.2145055718
539	0.2142816982
540	0.2141849303
541	0.2140864079
542	0.2140001651
543	0.2138042407
544	0.213579206
545	0.2133861954
546	0.2133381563
547	0.2131970009
548	0.2130752487
549	0.2130629917
550	0.2129513516
551	0.2127345133
552	0.2124987116
553	0.2124038934
554	0.2122848284
555	0.2120442072
556	0.2120098461
557	0.2118079441
558	0.2116919448
559	0.2115114834
560	0.2114512969
561	0.211325124
562	0.2111130741
563	0.2110098079
564	0.2109987711
565	0.2108718067
566	0.2107427665
567	0.2105695917
568	0.2103837256
569	0.210241227
570	0.2101467565
571	0.2099808026
572	0.2098799513
573	0.2097460325
574	0.2096182579
575	0.2094838134
576	0.2092819077
577	0.2091436173
578	0.2089216402
579	0.2088140659
580	0.2086453904
581	0.2084773142
582	0.2083751066
583	0.2083640244
584	0.2082076922
585	0.2080532988
586	0.2079108698
587	0.2078719514
588	0.2076654922
589	0.2075428129
590	0.2074033694
591	0.2072663256
592	0.2070680718
593	0.2068879225
594	0.2067380833
595	0.2066114056
596	0.2064736069
597	0.2063488577
598	0.2061987453
599	0.2060546278
600	0.205944138
601	0.2057390076
602	0.2055179963
603	0.2053864891
604	0.2051721635
605	0.205161005
606	0.205052274
607	0.2050420421
608	0.2048977452
609	0.20470224
610	0.2046219141
611	0.2044605853
612	0.2042412211
613	0.2041247611
614	0.2039875949
615	0.2039527094
616	0.2036846562
617	0.2034950335
618	0.2033524821
619	0.2032053854
620	0.2030362018
621	0.2029391136
622	0.2027731486
623	0.2027135344
624	0.2026914625
625	0.2025597707
626	0.2024339097
627	0.2023320334
628	0.202217909
629	0.2021468826
630	0.2020896782
631	0.2020072798
632	0.2018620822
633	0.2016389253
634	0.2014739361
635	0.201341016
636	0.2011463296
637	0.2010126967
638	0.2009258244
639	0.2009155471
640	0.2007775929
641	0.200657768
642	0.200453017
643	0.200331511
644	0.2001977172
645	0.2001002362
646	0.1999505424
647	0.1999136247
648	0.1997758589
649	0.1996238046
650	0.1994958861
651	0.1994134967
652	0.1993523033
653	0.1991864929
654	0.1990567045
655	0.1989111713
656	0.1987852089
657	0.1986993416
658	0.1985428649
659	0.1984462234
660	0.1983337406
661	0.1982385587
662	0.1981441427
663	0.1981340449
664	0.1979573142
665	0.1977949004
666	0.1976071876
667	0.1975829628
668	0.1974835688
669	0.1974199572
670	0.1974103206
671	0.1972677879
672	0.197148607
673	0.1970726751
674	0.1968957059
675	0.1967661076
676	0.196604668
677	0.1964704881
678	0.1963751964
679	0.1962398803
680	0.1960656796
681	0.1959558516
682	0.1958229262
683	0.1956713922
684	0.1956506634
685	0.1955261272
686	0.1953888809
687	0.1951997987
688	0.1951192468
689	0.1949281233
690	0.1947992986
691	0.1947141941
692	0.1945524512
693	0.1943765212
694	0.1943358715
695	0.1942032712
696	0.194087068
697	0.1940011372
698	0.1938820932
699	0.1937665416
700	0.1936281375
701	0.193442665
702	0.1933250773
703	0.1932375018
704	0.1931213709
705	0.1929884121
706	0.1928240152
707	0.1927204488
708	0.1925512995
709	0.1924546476
710	0.192445561
711	0.1923035519
712	0.1922016237
713	0.1921353911
714	0.1920267732
715	0.1918877095
716	0.1917721959
717	0.1916706905
718	0.1915455731
719	0.1914545419
720	0.1913921363
721	0.1913191017
722	0.1911319007
723	0.1910241924
724	0.190952023
725	0.1908888485
726	0.1907195063
727	0.1906045152
728	0.190572117
729	0.1904398446
730	0.1901962966
731	0.1900263796
732	0.1898756268
733	0.18974395
734	0.1896568403
735	0.1896479841
736	0.1894745305
737	0.1893344068
738	0.1891761472
739	0.1891470847
740	0.1889854292
741	0.1888591196
742	0.1887548833
743	0.188593419
744	0.1884924219
745	0.1883392775
746	0.1882363135
747	0.1881426729
748	0.1881061153
749	0.1879372359
750	0.1878055385
751	0.1877242683
752	0.1877161661
753	0.1876153176
754	0.1875221595
755	0.1873581078
756	0.1871389658
757	0.1870454321
758	0.1869526453
759	0.1868202758
760	0.1866953603
761	0.1866095048
762	0.1865091363
763	0.1864793305
764	0.186404132
765	0.1862656113
766	0.186198434
767	0.1860671834
768	0.1859527131
769	0.1858599061
770	0.1856851249
771	0.1855491386
772	0.1854572315
773	0.1853523285
774	0.1852554803
775	0.1851544668
776	0.1850406645
777	0.1849233417
778	0.1848345124
779	0.1848264658
780	0.1846912189
781	0.1845859036
782	0.1844811968
783	0.184422119
784	0.1844143484
785	0.1842376128
786	0.1840731344
787	0.1839984633
788	0.1839286064
789	0.1839209849
790	0.1838042057
791	0.1837182462
792	0.1835692498
793	0.1834565026
794	0.1833826361
795	0.18324076
796	0.1831191946
797	0.1829933915
798	0.1829733018
799	0.1827968569
800	0.1825710866
801	0.1824672773
802	0.1823183156
803	0.1822758649
804	0.1822029098
805	0.1820716301
806	0.1820473605
807	0.181991634
808	0.1818128005
809	0.1816784311
810	0.181569757
811	0.1814666853
812	0.1813285573
813	0.1812653397
814	0.1811202553
815	0.180951242
816	0.1809440563
817	0.1808288158
818	0.1806621005
819	0.1806005578
820	0.1804986769
821	0.1803719969
822	0.1803076062
823	0.1801833117
824	0.1800282419
825	0.1799669415
826	0.1798299589
827	0.1797339727
828	0.1796240446
829	0.1795591385
830	0.1795027155
831	0.1794048403
832	0.1792919521
833	0.1791615118
834	0.1790814769
835	0.1790335602
836	0.1789120665
837	0.1787615023
838	0.1786786536
839	0.1785577848
840	0.1784640817
841	0.1783738222
842	0.1783122471
843	0.1782305817
844	0.1781844862
845	0.1780747177
846	0.1779467156
847	0.1779193743
848	0.1777723689
849	0.1776839409
850	0.177587362
851	0.1774926341
852	0.1773837039
853	0.1772885241
854	0.1772412415
855	0.1771206496
856	0.1769401843
857	0.1768441623
858	0.1767297161
859	0.1765843389
860	0.1765773087
861	0.1764141967
862	0.1763159674
863	0.1762397728
864	0.1761766663
865	0.1761671554
866	0.1760826851
867	0.1759874811
868	0.175869725
869	0.1757480905
870	0.1756376993
871	0.1755601148
872	0.1754964862
873	0.1753854194
874	0.175347332
875	0.1752539787
876	0.1751741555
877	0.1750158865
878	0.1749128641
879	0.1747745792
880	0.1746785429
881	0.1746059258
882	0.1745089938
883	0.1743793603
884	0.1742282102
885	0.1741074875
886	0.1740117401
887	0.1739474456
888	0.1738433022
889	0.1737389044
890	0.1736723852
891	0.1735472336
892	0.1733656467
893	0.1733053965
894	0.1732368911
895	0.1731346305
896	0.1730179279
897	0.1729945694
898	0.1728502116
899	0.1727238458
900	0.1726447541
901	0.1725005574
902	0.1724427941
903	0.1723538022
904	0.1721690371
905	0.1720920904
906	0.1719396843
907	0.1718271607
908	0.1717716856
909	0.1716854444
910	0.1715679435
911	0.1714912875
912	0.1714365185
913	0.1714276613
914	0.1712922319
915	0.1712448346
916	0.1711096354
917	0.1710069627
918	0.1709683809
919	0.1708072488
920	0.1707520091
921	0.1706960449
922	0.1705934848
923	0.1705428536
924	0.1704751514
925	0.1704057143
926	0.1703611687
927	0.1702135444
928	0.170135738
929	0.1699693782
930	0.1698442417
931	0.1697458111
932	0.1696680978
933	0.1696288191
934	0.1695073055
935	0.1694533336
936	0.1694196256
937	0.169412961
938	0.1691895858
939	0.1690159556
940	0.1689044901
941	0.1688805849
942	0.1688052332
943	0.1687524731
944	0.1686517219
945	0.1685259992
946	0.1684091734
947	0.1682234804
948	0.1681303123
949	0.1680829505
950	0.1679920021
951	0.1678150487
952	0.1676988029
953	0.1675731517
954	0.1674699869
955	0.1673548331
956	0.1671781244
957	0.1671553847
958	0.1670583497
959	0.1669409994
960	0.1668499266
961	0.1667680471
962	0.1667295688
963	0.166654823
964	0.1666406669
965	0.1664954953
966	0.1663862431
967	0.1662995856
968	0.1662508237
969	0.1661998484
970	0.1661482025
971	0.1661304674
972	0.1660691799
973	0.1660205424
974	0.1659181323
975	0.1658629953
976	0.1658388368
977	0.1657040564
978	0.1656768941
979	0.1655418547
980	0.1654890452
981	0.1653843008
982	0.1652697184
983	0.165188638
984	0.1650968739
985	0.1650299818
986	0.1649212731
987	0.1647984585
988	0.1646642978
989	0.1645880174
990	0.1644869282
991	0.1643781604
992	0.1643035552
993	0.1642232424
994	0.1641145694
995	0.1641082732
996	0.164006595
152413129
998	0.1151828266
999	0.1151777152
4
960	0.05743476428
961	0.05737133462
962	0.05735463009
963	0.0572934657
964	0.05725147987
965	0.05722040346
966	0.05719307604
967	0.05715837291
968	0.05712490766
969	0.05709803697
970	0.05703070593
971	0.05683035094
972	0.05679240934
973	0.05676046768
974	0.05671761056
975	0.05666129782
976	0.05662751204
977	0.05659798269
978	0.0565649401
979	0.05653222829
980	0.05650343633
981	0.05649023929
982	0.05646838704
983	0.0564219513
984	0.05641159212
985	0.05639904905
986	0.05636127503
987	0.05631539045
988	0.05620417033
989	0.0561942105
990	0.05617187434
991	0.05613562589
992	0.05610828783
993	0.05604791879
994	0.05600228204
995	0.05595858338
996	0.05594820847
997	0.055911074
998	0.05589181475
999	0.05583919746
68
998	0.05065359783
999	0.05062238146
0.02206357793
990	0.022051888
991	0.02204185332
992	0.02201961817
993	0.02200112997
994	0.0219580213
995	0.02194713432
996	0.02193414053
997	0.02192870101
998	0.02191077616
999	0.02190491801
